2,1,183.17064182620717,90.72566528320311,91.68070121086693,228.63369750976562,1,-1,-1,-1
3,1,182.94946244403434,87.44866304709231,91.32747132409193,227.83110254431813,1,-1,-1,-1
4,1,181.7412166984736,91.29097654778255,90.87266941443973,226.33660209091784,1,-1,-1,-1
5,1,180.80228908378538,92.45816240055868,89.61784588957278,222.5310364784885,1,-1,-1,-1
6,1,180.02612424332892,92.83439379205245,88.94839214796119,219.74745516575285,1,-1,-1,-1
7,1,178.65412485250744,91.79675187309178,89.18518112620146,218.85226659527478,1,-1,-1,-1
8,1,177.4655604210881,91.80529320954264,89.19871478236126,217.3279493751378,1,-1,-1,-1
9,1,176.5987524469095,91.13951838742058,89.94168788642996,217.42538612252602,1,-1,-1,-1
10,1,175.62517810370787,91.58380244156352,89.94557819716195,215.45543230676546,1,-1,-1,-1
11,1,174.07351927151086,92.32028523628176,90.56186105898162,215.1113318442146,1,-1,-1,-1
12,1,172.0291553006968,92.20258261715686,91.31594376669874,214.85579521180503,1,-1,-1,-1
13,1,170.8409467050359,91.94876718467795,92.21841722953603,215.01996337730824,1,-1,-1,-1
14,1,168.54667065653834,93.62574839764399,93.88352034885482,217.1418124660838,1,-1,-1,-1
15,1,167.03573198684938,93.58054986978435,94.89123019641758,217.51517221539936,1,-1,-1,-1
16,1,165.7694212319661,93.0856114944435,95.97256512692577,218.04993529048028,1,-1,-1,-1
17,1,164.64747886894594,92.51906844760522,97.11676997374497,218.68492353305905,1,-1,-1,-1
18,1,163.3943302929057,92.20417663565455,98.07580372776862,219.06405112064485,1,-1,-1,-1
