2,1,186.43507298133954,173.39157409667968,45.27528250411779,120.86893615722656,1,-1,-1,-1
3,1,187.58166475589945,172.74665459034338,45.8846494973367,122.59998812798013,1,-1,-1,-1
4,1,189.36616497389625,170.4613298250166,46.835348348014456,125.16011828415648,1,-1,-1,-1
5,1,192.1184548166046,170.44791366135263,48.15457070780317,128.398285118453,1,-1,-1,-1
6,1,195.85314868881062,170.39266816137936,47.32967216776575,125.89383044069346,1,-1,-1,-1
9,1,201.73382214318795,174.07910892311415,44.388402828971,117.51152788826293,1,-1,-1,-1
10,1,207.05466799907742,171.32215574560763,44.49426731876265,117.52943212717697,1,-1,-1,-1
11,1,213.79065312307944,172.92563250555307,42.41324511258026,111.33859686249382,1,-1,-1,-1
12,1,218.64499110028086,169.93335126988063,44.081290103545896,114.70298525805188,1,-1,-1,-1
13,1,224.80669866768073,167.30384520124738,45.00776340330346,115.85724244128461,1,-1,-1,-1
14,1,230.29629579146166,165.62025299121674,45.37479819846406,115.00764597229549,1,-1,-1,-1
15,1,233.63845015804426,164.458648261323,46.62540130332542,116.62556658982867,1,-1,-1,-1
19,1,245.3507999309941,162.4828743024188,46.75836299907966,117.22571771404897,1,-1,-1,-1
20,1,248.11423465734268,161.6973655679927,48.67998461503355,121.76487247504618,1,-1,-1,-1
21,1,253.5217289031092,163.6524198605862,49.13163752756954,121.3252352271665,1,-1,-1,-1
22,1,256.6531473996788,162.35212053282186,52.00735850070055,127.15354493697723,1,-1,-1,-1
23,1,260.3483397259561,163.19676289729975,51.75671414727318,126.06671331993532,1,-1,-1,-1
24,1,263.7671122529353,164.11898490933982,51.88570753645464,126.57560165624508,1,-1,-1,-1
25,1,267.058838889054,163.79798483413612,52.11908091505837,127.3768636590044,1,-1,-1,-1
26,1,269.82872081644246,163.44442170712136,51.58730619280025,126.2253110326631,1,-1,-1,-1
27,1,271.0601936468931,162.3507899684359,51.68950141446905,126.98932027614917,1,-1,-1,-1
28,1,273.9432679862202,161.91003699068034,50.56818317452028,125.285179291667,1,-1,-1,-1
29,1,275.4314818307809,162.4086040879492,49.32017987520441,123.5785147807316,1,-1,-1,-1
30,1,277.2528950926844,162.6305613192009,48.30904778405324,122.38564246510266,1,-1,-1,-1
31,1,280.78047501764297,161.13706895699755,48.763285515404476,125.54587131349399,1,-1,-1,-1
32,1,281.3222140716017,157.5924345995129,50.18670431248847,131.4832275363564,1,-1,-1,-1
33,1,284.9604600202769,153.90799641404044,51.01651506314375,135.324120058538,1,-1,-1,-1
47,2,313.7230847964026,113.66332092285157,31.692453454069764,89.62081909179688,1,-1,-1,-1
48,2,316.1933528670265,113.42074454261349,32.11255095606699,90.76520793062261,1,-1,-1,-1
49,2,318.28796830885625,112.44223741225565,32.3205023294201,91.29109777235959,1,-1,-1,-1
