2,1,323.91977050931877,95.38003845214844,56.42642577823743,163.3397430419922,1,-1,-1,-1
3,1,321.44533864439995,95.58431682050167,57.01191851531482,164.96418195990515,1,-1,-1,-1
4,1,318.58809429115655,92.31544329532166,58.35081616533317,168.75973199156735,1,-1,-1,-1
5,1,317.61404952606205,91.7510377367357,57.95037154765107,167.31595972387146,1,-1,-1,-1
6,1,318.94768164770176,90.76594681446953,55.402251520686605,159.39635569169084,1,-1,-1,-1
6,2,385.19464179508145,87.34923706054688,42.72596299186825,124.65302124023438,1,-1,-1,-1
7,1,319.35087388268386,93.0419314694317,53.727247653153384,153.75763213059966,1,-1,-1,-1
7,2,382.64014271156867,90.15353108948054,41.95375553888344,122.47721505025385,1,-1,-1,-1
8,1,318.7395602483703,95.40862157490112,52.52990197008261,149.5321924192182,1,-1,-1,-1
8,2,378.72212505959413,92.1284251586703,41.133123804120416,120.00576380185298,1,-1,-1,-1
9,1,318.3414091514276,97.76686701847753,51.60244475151367,146.09526597402694,1,-1,-1,-1
9,2,375.58837441628623,95.46844657076653,40.49357586907673,118.09874435979843,1,-1,-1,-1
10,1,317.89994734042716,98.72881724727503,51.40821296672374,144.93785241638795,1,-1,-1,-1
10,2,372.6708976006456,97.69671840775396,40.684876213448824,118.54533786114797,1,-1,-1,-1
11,1,317.7462246062384,103.86563266185742,49.315954296555674,138.54093436849635,1,-1,-1,-1
11,2,371.1520623697737,104.68470791720503,39.34982418234212,114.52716024752532,1,-1,-1,-1
12,1,317.2738014535135,106.36189261818893,48.54813999365585,136.0707477814662,1,-1,-1,-1
12,2,367.4485135116909,104.97978836858294,39.93005503066546,116.25091788002946,1,-1,-1,-1
13,1,316.6025240322435,107.9137763758061,48.52869407980579,136.00052602376968,1,-1,-1,-1
13,2,364.587151191796,103.34422989095364,39.975904484189456,116.51524817381903,1,-1,-1,-1
14,1,316.00474632646,107.78377636306531,48.38435186005771,135.80053640738512,1,-1,-1,-1
14,2,362.52738383373736,102.34050268599742,39.673060710230445,115.48007197423543,1,-1,-1,-1
15,1,315.380225539861,108.1045231042057,47.57259428378368,133.73173859586558,1,-1,-1,-1
15,2,361.37277884814404,102.04626192932824,38.409341654339094,111.30375062727485,1,-1,-1,-1
16,1,314.8625602704048,106.15774861131521,47.01958627331981,131.91875607146483,1,-1,-1,-1
16,2,358.19031947110534,101.48092859679802,37.963659673840155,109.6778938185362,1,-1,-1,-1
17,1,313.14051837537005,106.98228675470247,44.973772697129526,125.8069850412568,1,-1,-1,-1
